"title","estimate","all consumer units","less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and over"
"  Transportation                                            ","SE",173.22,386.43,354.8,353.98,245.37,313.24,333.74,369.14,311.59,358.84
"    Vehicle purchases (net outlay)                          ","MEAN",3301.09,980.2,1179.25,1252.75,1195.13,1905.57,1969.9,3150.71,3441.73,5582.34
"    Vehicle purchases (net outlay)                          ","SE",147.72,290.85,326.49,333.2,232.61,272.85,300.87,363.61,305.69,329.81
"      Cars and trucks, new                                  ","MEAN",1561.61,423.21,280.11,510.87,399.76,523.82,763.92,1520.44,1206.11,3085.24
"      Cars and trucks, new                                  ","SE",120.29,237.26,208.65,257.04,154.07,134.49,212.78,277.67,233.64,254.68
"        New cars                                            ","MEAN",709.18,284.26,111.89,470.55,251.14,271.25,233.49,697.55,672.23,1297.95
"        New cars                                            ","SE",69.41,193.34,110.62,255.16,116.54,86.69,103.04,190.88,163.2,161.57
"        New trucks                                          ","MEAN",852.43,138.95,168.22,40.32,148.62,252.57,530.44,822.89,533.88,1787.28
"        New trucks                                          ","SE",92.43,108.61,176.74,32.72,104.78,99.33,178.48,200.63,146.11,195.99
"      Cars and trucks, used                                 ","MEAN",1689.09,556.99,897.04,741.88,795.37,1341.33,1203.2,1593.91,2146.91,2408.43
"      Cars and trucks, used                                 ","SE",73.36,195.12,235.47,145.22,170.93,242.7,191.53,202.42,205.32,174.75
"        Used cars                                           ","MEAN",872.67,302.94,266.67,635.73,610.07,733.39,470.71,748.76,1195.08,1192.8
"        Used cars                                           ","SE",41.66,128.6,118.33,141.22,155.69,171.83,119.43,113.38,168.85,102.78
"        Used trucks                                         ","MEAN",816.42,254.05,630.37,106.15,185.31,607.94,732.5,845.15,951.84,1215.63
"        Used trucks                                         ","SE",62.79,150.48,204.97,45.75,68.68,162.28,164.86,166.45,155.55,151.04
"      Other vehicles                                        ","MEAN",50.39,0,2.1,0,0,40.42,2.77,36.36,88.71,88.67
"      Other vehicles                                        ","SE",14.26,0,2.12,0,0,35.66,2.72,23.02,53.6,32.82
"        New motorcycles                                     ","MEAN",27.72,0,0,0,0,34.29,0,0.85,80.86,36.47
"        New motorcycles                                     ","SE",10.67,0,0,0,0,35.17,0,0.86,52.33,18.9
"        New aircraft                                        ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Used motorcycles                                    ","MEAN",22.67,0,2.1,0,0,6.13,2.77,35.51,7.85,52.2
"        Used motorcycles                                    ","SE",7.82,0,2.12,0,0,5.03,2.72,23.03,5.01,22.64
"        Used aircraft                                       ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Gasoline and motor oil                                  ","MEAN",2468.24,1117.43,1044.63,1124.56,1391.69,1737.11,2175.48,2387.9,2738.93,3557.91
"    Gasoline and motor oil                                  ","SE",24.08,87.84,50.39,54.8,49.56,40,62.43,56.05,46.91,44.54
"      Gasoline                                              ","MEAN",2284.36,1061.65,1002.78,1047.5,1321.05,1645.34,2029.48,2248.51,2547.35,3243.18
"      Gasoline                                              ","SE",22.77,87.38,51.16,48.68,49.31,36.85,58.72,54.98,44.77,44.12
"      Diesel fuel                                           ","MEAN",39.59,3.28,6.08,25.5,10.02,15.2,31.22,24.73,51.79,67.21
"      Diesel fuel                                           ","SE",4.02,1.96,4.74,13.5,5.52,4.08,9.04,6.42,9.61,8.15
"      Gasoline on out-of-town trips                         ","MEAN",130.59,47.25,29.36,42.74,50.12,64.95,102.59,99.19,124.98,229.91
"      Gasoline on out-of-town trips                         ","SE",4.9,9.81,5.27,8.42,5.71,6.54,10.06,9.01,8.83,9.17
"      Motor oil                                             ","MEAN",12.38,4.78,6.11,8.39,9.99,10.96,11.16,14.46,13.55,15.3
"      Motor oil                                             ","SE",0.64,1.11,1.15,2.8,1.46,1.53,1.12,1.35,1.18,1.37
"      Motor oil on out-of-town trips                        ","MEAN",1.32,0.48,0.3,0.43,0.51,0.66,1.04,1,1.26,2.32
"      Motor oil on out-of-town trips                        ","SE",0.05,0.1,0.05,0.09,0.06,0.07,0.1,0.09,0.09,0.09
"    Other vehicle expenses                                  ","MEAN",2230.48,895.56,668.4,759.57,1060.26,1435.16,1690.73,2032.28,2330.54,3580.32
"    Other vehicle expenses                                  ","SE",42.3,139.82,53.1,42.68,54.77,64.26,61.26,82.49,69.34,75.32
"      Vehicle finance charges                               ","MEAN",205.96,37.05,52.36,46.68,63.39,97,164.31,181.38,235.05,352.78
"      Vehicle finance charges                               ","SE",6.05,6.9,11.01,7.98,7.81,7.15,10.49,12.15,10.56,12.09
"        Automobile finance charges                          ","MEAN",88.6,16.8,29.69,28.59,36.3,51.13,80.89,88,110.08,134.45
"        Automobile finance charges                          ","SE",3.02,3.85,5.88,4.98,5.24,5.18,6.65,7.78,7.05,5.85
"        Truck finance charges                               ","MEAN",106.43,20.1,22.62,17.84,26.09,43.9,79.35,83.7,114.9,194.56
"        Truck finance charges                               ","SE",3.89,6.06,7.07,5.49,4.9,5.12,7.99,7.4,8.53,8.69
"        Motorcycle and plane finance charges                ","MEAN",2.98,0.01,0.06,0.07,1.01,0.82,1.18,2.85,6.03,4.76
"        Motorcycle and plane finance charges                ","SE",0.5,0.01,0.06,0.05,0.66,0.53,0.66,1.25,1.84,1.01
"        Other vehicle finance charges                       ","MEAN",7.95,0.14,0,0.18,0,1.16,2.89,6.83,4.03,19.02
"        Other vehicle finance charges                       ","SE",1.01,0.12,0,0.18,0,0.62,1.55,4.96,1.46,2.8
"      Maintenance and repairs                               ","MEAN",724.1,326.5,244.73,235.37,350.69,483.54,546.49,702,771.34,1131.91
"      Maintenance and repairs                               ","SE",21.03,47.88,28.39,24.93,22.75,39.72,36.28,39.98,36.73,35.32
"        Coolant, brake fluid, transmission fluid, and other ","MEAN",6.35,3.91,3.43,3.17,4.59,5.54,5.39,8.52,8.21,7.24
"        Coolant, brake fluid, transmission fluid, and other ","SE",0.38,1.01,1.11,0.6,0.96,0.95,0.75,1.55,1.53,0.62
"        Tires - purchased, replaced, installed              ","MEAN",125.34,37.52,31.43,38.03,69.37,74.11,104.76,105.4,148.13,197.04
"        Tires - purchased, replaced, installed              ","SE",6.25,6.39,7.02,6.95,10.85,10.33,11.81,10.47,11.36,10.71
"        Vehicle products and cleaning services (thru Q20131)","MEAN",0,0,0,0,0,0,0,0,0,0
"        Vehicle cleaning services including car wash (new UC","MEAN",18.77,5.1,3.81,5.02,7.71,9.23,12.03,15.87,16.66,34.47
"        Vehicle cleaning services including car wash (new UC","SE",1.15,2.13,1.46,1.3,1.33,1.4,1.53,2.01,1.75,2.14
"        Parts, equipment, and accessories                   ","MEAN",52.8,22.08,11.03,20.07,29.84,59.04,40.19,83.43,63.14,62.28
"        Parts, equipment, and accessories                   ","SE",3.07,8.94,3.93,3.61,5.88,11.84,5.7,15.5,6.83,4.16
"        Vehicle audio equipment (thru Q20131)               ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Vehicle video equipment (thru Q20131)               ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Body work and painting                              ","MEAN",29.54,32.21,8.94,0.54,14.17,7.61,24.92,32.56,24.99,50.56
"        Body work and painting                              ","SE",2.52,21.68,5.03,0.53,6.91,2.91,7.34,9.08,3.97,6.9
"        Vehicle or engine repairs (new UCC Q20132)          ","MEAN",177.74,78.47,77.11,53.37,60.89,115.34,114.02,161.71,205.96,284.96
"        Vehicle or engine repairs (new UCC Q20132)          ","SE",8.56,18.66,14.32,11.17,10.53,17.63,14.82,18.91,23.62,17.21
"        Clutch, transmission repair (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Drive shaft and rear-end repair (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Brake work, including adjustments (thru Q20131)     ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Repair to steering or front-end (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Repair to engine cooling system (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Motor tune-up                                       ","MEAN",46.25,24.29,10.75,14.62,27.8,24.26,32.1,24.42,37.58,84.95
"        Motor tune-up                                       ","SE",3.56,11.75,4.08,3.61,5.76,3,4.82,4.63,5.2,9.65
"        Lube, oil change, and oil filters                   ","MEAN",80.08,33.68,36.86,27.41,38.35,54.09,60.61,75.07,90.27,122.46
"        Lube, oil change, and oil filters                   ","SE",1.58,3.66,4.48,2.1,2.39,2.92,2.7,4.07,3.37,3.56
"        Front-end alignment, wheel balance and rotation     ","MEAN",26.02,16.34,4.28,7.06,13.04,16.75,27.16,29.44,23.2,39.43
"        Front-end alignment, wheel balance and rotation     ","SE",1.82,5.26,2.37,2.12,3.7,5.04,6.12,4.99,4.25,3.92
"        Shock absorber replacement                          ","MEAN",11.89,17.09,1.31,1.31,1.78,12.29,11.37,8.03,19.13,14.37
"        Shock absorber replacement                          ","SE",1.58,9.83,0.9,1.33,1.17,6.24,4.9,3.42,5.1,2.34
"        Repair tires and other repair work                  ","MEAN",118.47,51.55,35.23,43.1,80.08,79.1,88.41,120.34,113.08,185.17
"        Repair tires and other repair work                  ","SE",5.73,18.79,9.13,12.17,11.12,8.97,10.26,13.98,17.68,10.36
"        Exhaust system repair (thru Q20131)                 ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Electrical system repair (thru Q20131)              ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Motor repair, replacement (thru Q20131)             ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Auto repair service policy                          ","MEAN",22.73,2.13,18.43,16.22,0.95,18.67,17.14,25.93,15.83,37.01
"        Auto repair service policy                          ","SE",2.48,1.23,9.63,3.99,0.87,7.62,6.44,11.1,3.52,7
"        Vehicle accessories including labor                 ","MEAN",8.12,2.12,2.11,5.44,2.12,7.52,8.39,11.3,5.15,11.95
"        Vehicle accessories including labor                 ","SE",1.32,1.36,1.05,3.62,1.13,4.66,3.78,6.97,1.35,2.58
"        Vehicle air conditioning repair (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Vehicle insurance                                     ","MEAN",887.51,317.62,302.74,383.85,511.68,622.57,748.88,856.89,981.35,1314.92
"      Vehicle insurance                                     ","SE",17.3,34.09,26.74,27.31,26.6,25.76,37.41,35.31,28.32,25.64
"      Vehicle rental, leases, licenses, and other charges   ","MEAN",412.92,214.39,68.56,93.67,134.5,232.05,231.06,292,342.8,780.71
"      Vehicle rental, leases, licenses, and other charges   ","SE",22.69,95.41,15.7,17.83,32.12,35.89,24.78,74.18,34.29,47.87
"        Leased and rented vehicles                          ","MEAN",285.42,163.44,26.02,52.02,80.15,170.59,155.09,196.57,232.37,546.12
"        Leased and rented vehicles                          ","SE",21.79,95.39,11.51,15.77,31.25,35.82,22.78,72.56,33.46,46.31
"          Rented vehicles                                   ","MEAN",0.19,0,0,0,0,0.81,0,0,0,0.28
"          Rented vehicles                                   ","SE",0.11,0,0,0,0,0.81,0,0,0,0.17
"            Auto rental (thru Q20131)                       ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Auto rental, out-of-town trips (thru Q20131)    ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Truck rental (thru Q20131)                      ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Truck rental, out-of-town trips (thru Q20131)   ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Motorcycle rental                               ","MEAN",0.07,0,0,0,0,0.4,0,0,0,0.06
"            Motorcycle rental                               ","SE",0.05,0,0,0,0,0.4,0,0,0,0.04
"            Motorcycle rental, out-of-town trips            ","MEAN",0.12,0,0,0,0,0.4,0,0,0,0.23
"            Motorcycle rental, out-of-town trips            ","SE",0.07,0,0,0,0,0.4,0,0,0,0.16
"          Leased vehicles                                   ","MEAN",285.23,163.44,26.02,52.02,80.15,169.78,155.09,196.57,232.37,545.84
"          Leased vehicles                                   ","SE",21.81,95.39,11.51,15.77,31.25,35.77,22.78,72.56,33.46,46.35
"            Car lease payments (thru Q20131)                ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Car/truck lease payments (new UCC Q20132)       ","MEAN",220.51,75.67,26.02,40.37,54.27,121.15,134.27,105.76,218.16,424.86
"            Car/truck lease payments (new UCC Q20132)       ","SE",14.38,26.57,11.51,10.58,17.41,20.61,20.07,16.4,30.79,30.28
"            Cash downpayment car/truck lease (new UCC Q20132","MEAN",22.08,22.7,0,11.64,23.57,15.76,13.61,6.71,6.45,41.89
"            Cash downpayment car/truck lease (new UCC Q20132","SE",4.95,21.5,0,8.79,24.17,9.44,7.38,5.37,4.07,11.26
"            Termination fee for car/truck lease (new UCC    ","MEAN",3.28,0,0,0,0,1.15,0.51,0,1.09,8.84
"            Termination fee for car/truck lease (new UCC    ","SE",1.46,0,0,0,0,0.94,0.51,0,0.8,4.35
"            Extra fees for car/truck lease (new UCC Q20132) ","MEAN",0.61,0,0,0,0,0.02,0.01,0.3,0,1.74
"            Extra fees for car/truck lease (new UCC Q20132) ","SE",0.25,0,0,0,0,0.01,0.01,0.29,0,0.76
"            Trade in allowance for car/truck lease (new UCC ","MEAN",38.76,65.07,0,0,2.31,31.7,6.68,83.8,6.67,68.51
"            Trade in allowance for car/truck lease (new UCC ","SE",10.96,61.43,0,0,2.31,21.98,7.4,68.08,3.73,25.1
"            Cash downpayment (car lease) (thru Q20131)      ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Termination fee (car lease) (thru Q20131)       ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Truck lease payments (thru Q20131)              ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Cash downpayment (truck lease) (thru Q20131)    ","MEAN",0,0,0,0,0,0,0,0,0,0
"            Termination fee (truck lease) (thru Q20131)     ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Drivers'' license                                   ","MEAN",8.9,7.16,7.47,5.42,6.33,7.75,5.71,10.11,8.49,11.76
"        Drivers'' license                                   ","SE",0.48,2.29,5.03,0.73,1.32,1.25,0.69,1.81,0.71,0.77
"        Vehicle inspection                                  ","MEAN",10.91,3.12,4.85,4.37,7.73,7.11,8.58,9.34,13.1,16.18
"        Vehicle inspection                                  ","SE",0.88,0.7,1.18,1.02,1.22,1.05,1.02,1.28,1.48,1.44
"        Parking fees                                        ","MEAN",41.87,26.14,15.4,12.61,9.79,13.51,20.89,25.05,29.75,85.33
"        Parking fees                                        ","SE",2.09,5.67,3.96,3.34,1.98,2.43,4.13,4.04,2.85,4.02
"          Parking fees in home city, excluding residence    ","MEAN",34.98,22.63,14.55,12.04,9.63,12.23,14.46,21.93,24.22,71.02
"          Parking fees in home city, excluding residence    ","SE",1.88,5.47,3.96,3.29,1.99,2.39,2.24,3.99,2.75,3.78
"          Parking fees, out-of-town trips                   ","MEAN",6.89,3.51,0.84,0.57,0.16,1.28,6.43,3.12,5.53,14.32
"          Parking fees, out-of-town trips                   ","SE",0.53,1.17,0.5,0.42,0.1,0.4,3.05,0.68,0.95,1.04
"        Tolls or electronic toll passes                     ","MEAN",34.58,6.33,7.85,4.43,9.76,10.11,17.19,24.87,29.26,71.4
"        Tolls or electronic toll passes                     ","SE",2.24,1.6,1.63,1.22,2.24,1.86,3.25,3.52,2.84,5.34
"        Tolls on out-of-town trips                          ","MEAN",4.71,0.87,1.01,0.67,1.7,1.6,3.1,3.12,4.25,9.29
"        Tolls on out-of-town trips                          ","SE",0.4,0.24,0.48,0.19,0.45,0.37,0.42,0.5,0.58,1.04
"        Towing charges                                      ","MEAN",4.18,0.86,0.85,4.14,3.31,2.2,3.94,6.72,4.13,5.37
"        Towing charges                                      ","SE",0.37,0.47,0.65,1.95,1.03,0.67,0.96,1.7,1.03,0.73
"        Global positioning services (thru Q20131)           ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Automobile service clubs (thru Q20131)              ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Automobile service clubs and GPS services (new UCC  ","MEAN",22.34,6.45,5.11,10.01,15.72,19.19,16.55,16.21,21.44,35.26
"        Automobile service clubs and GPS services (new UCC  ","SE",0.76,0.97,1.76,1.89,2.56,2.57,1.89,2.15,1.79,1.22
"    Public and other transportation                         ","MEAN",581.76,185.53,176.28,186.39,268.3,247.89,320.88,412.37,485.62,1109.39
"    Public and other transportation                         ","SE",23.99,31.17,28.99,22.74,73.32,30.58,35.9,51.23,44.37,55.71
"      Airline fares                                         ","MEAN",370.01,96.64,66.16,91.54,91.34,104.23,189.57,275.48,313.38,752.8
"      Airline fares                                         ","SE",15.92,20.66,16.87,18.83,18.3,14.46,28.2,43.9,32.31,42.8
"      Intercity bus fares                                   ","MEAN",12,8.03,11.05,6.23,6.08,6.71,4.91,9.38,13.61,19.03
"      Intercity bus fares                                   ","SE",1.07,2.24,3.52,1.68,1.89,1.8,0.97,2.32,4.34,2.42
"      Intracity mass transit fares                          ","MEAN",82.29,55.94,77.95,60.7,58.71,57.31,55.79,66.64,67.99,122.68
"      Intracity mass transit fares                          ","SE",3.82,10.99,15.78,5.15,12.02,7.49,6.07,8.19,6.57,9.41
"      Local trans. on out-of-town trips                     ","MEAN",12.61,2.28,1.61,3.16,4.2,6.25,5.15,8.71,9.43,25.83
"      Local trans. on out-of-town trips                     ","SE",1.01,0.93,0.67,1.11,0.99,2.49,1.17,2.59,1.64,2.64
"      Taxi fares and limousine services on trips            ","MEAN",7.41,1.34,0.95,1.85,2.47,3.67,3.02,5.11,5.54,15.17
"      Taxi fares and limousine services on trips            ","SE",0.59,0.55,0.39,0.65,0.58,1.46,0.69,1.52,0.96,1.55
"      Taxi fares and limousine services                     ","MEAN",22.55,9.53,14.86,17.45,10.52,23.41,14.87,13.69,22.11,33.27
"      Taxi fares and limousine services                     ","SE",2.31,2.04,4.65,3.36,2.26,8.66,2.34,2.94,5.61,4.69
"      Intercity train fares                                 ","MEAN",15.4,6.07,2.46,2.73,7.41,5.78,10.1,15.41,14.97,27.53
"      Intercity train fares                                 ","SE",1.31,3.14,1.7,0.89,2.23,1.58,2.77,4.39,3.41,2.66
"      Ship fares                                            ","MEAN",56.58,5.69,1.25,2.72,87.18,39.64,37.48,10.47,37.13,107.3
"      Ship fares                                            ","SE",7.84,3.02,0.29,1.86,58.3,22.36,14.86,3.8,9.95,13.3
"      School bus                                            ","MEAN",2.91,0,0,0,0.39,0.89,0,7.47,1.45,5.78
"      School bus                                            ","SE",0.85,0,0,0,0.4,0.91,0,5.3,1.14,2.05
"  Healthcare                                                ","MEAN",4097.14,1421.14,1221.22,1730.18,2643.73,2996.77,3407.1,3548.39,4605.96,6097.64
"  Healthcare                                                ","SE",66.14,123.07,118.65,137.58,117.06,100.52,145.88,102.7,161.73,117.54
"    Health insurance                                        ","MEAN",2869.52,952.12,834.05,1201.44,1828.54,2131.65,2505.33,2558.62,3086.92,4277.37
"    Health insurance                                        ","SE",58.48,93.71,73.6,77.98,97.48,72.72,88.5,85.27,87.5,106.46
"      Commercial health insurance                           ","MEAN",592.64,131.36,105.33,142.53,224.61,283.93,380.67,460.58,663.91,1055.35
"      Commercial health insurance                           ","SE",38.53,27.09,23.8,21.81,48.12,36.64,43.48,55.48,63.27,66
"        Traditional fee for service health plan (not BCBS)  ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Preferred provider health plan (not BCBS) (thru     ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Fee for service health plan (not BCBS) (new UCC     ","MEAN",592.64,131.36,105.33,142.53,224.61,283.93,380.67,460.58,663.91,1055.35
"        Fee for service health plan (not BCBS) (new UCC     ","SE",38.53,27.09,23.8,21.81,48.12,36.64,43.48,55.48,63.27,66
"      Blue Cross, Blue Shield                               ","MEAN",935.14,295.11,165.11,171.04,354.74,494.49,576.64,723.68,989.53,1679.76
"      Blue Cross, Blue Shield                               ","SE",46.66,62.42,35.13,26.96,50.46,41.29,46.34,54.8,59.45,94.42
"        Traditional fee for service health plan (BCBS) (thru","MEAN",0,0,0,0,0,0,0,0,0,0
"        Preferred provider health plan (BCBS) (thru Q20131) ","MEAN",0,0,0,0,0,0,0,0,0,0
"        Fee for service health plan (BCBS) (new UCC Q20132) ","MEAN",528.6,154.9,92.28,64.67,159.67,234.85,300.55,376.91,502.24,1022.01
"        Fee for service health plan (BCBS) (new UCC Q20132) ","SE",33.51,51.58,31.32,15.33,29.47,29.09,40.08,45.8,44.06,71.87
"        Health maintenance organization (BCBS)              ","MEAN",343.73,116.4,42.85,46.03,140.85,192.81,184.8,256.47,402.51,610.1
"        Health maintenance organization (BCBS)              ","SE",23.78,33.93,11.4,13.87,39,35.15,21.56,32,36.34,53.41
"        Commercial medicare supplement (BCBS)               ","MEAN",45.74,11.66,27.08,45.63,50.32,51.6,78.34,72.63,61.97,25.81
"        Commercial medicare supplement (BCBS)               ","SE",6.24,8.35,13.45,18.54,13.91,14.15,18.93,17.23,19.54,5.48
"        Other health insurance (BCBS)                       ","MEAN",17.08,12.15,2.9,14.71,3.89,15.22,12.95,17.67,22.81,21.84
"        Other health insurance (BCBS)                       ","SE",2.66,6.53,2.86,7.8,2.33,5.93,5.43,6.43,8.34,4.14
"      Health maintenance organization (not BCBS)            ","MEAN",562.7,186.66,129.69,179.48,230.23,272.68,433.32,513.3,618.53,939.34
"      Health maintenance organization (not BCBS)            ","SE",33.99,34.17,33.33,30.92,32.38,28.87,39.91,45.05,50.65,70.69
"      Medicare payments                                     ","MEAN",430.74,221.6,265.22,470.11,649.14,662.31,649.43,514.7,442.57,253.54
"      Medicare payments                                     ","SE",5.07,25.16,20.41,27.04,22.46,21.18,27.77,25.35,15.73,10.09
"      Medicare prescription drug premium                    ","MEAN",80.45,44.94,60.77,106.03,114.73,126.19,129.05,84.39,80.69,43.86
"      Medicare prescription drug premium                    ","SE",3.26,11.04,12.23,11.86,8.96,7.41,15.93,8.74,9.18,4.02
"      Commercial medicare supplements and other health      ","MEAN",194.32,58.85,67.16,110.94,228.3,243.08,276.9,173.35,197.4,199.86
"      Commercial medicare supplements and other health      ","SE",10.29,21.31,17.8,21.14,27.87,35.62,40.54,16.49,21.21,12.09
"        Commercial medicare supplement (not BCBS)           ","MEAN",108.83,31.19,39.92,84.68,195.76,199.77,208.25,108.52,108.56,53.18
"        Commercial medicare supplement (not BCBS)           ","SE",8.44,13.47,13.18,16.44,27.51,37.43,35.66,14.83,18.82,5.04
"        Other health insurance (not BCBS)                   ","MEAN",85.48,27.65,27.25,26.27,32.54,43.31,68.64,64.83,88.84,146.68
"        Other health insurance (not BCBS)                   ","SE",4.71,10.68,12.72,8.98,8.29,7.18,10.52,8.67,9.01,9.98
"      Long term care insurance                              ","MEAN",73.54,13.61,40.77,21.3,26.78,48.96,59.32,88.63,94.29,105.66
"      Long term care insurance                              ","SE",7.09,9.96,21.48,11.51,9.3,10.14,20.61,25.84,20.67,12.42
"    Medical services                                        ","MEAN",792.88,291.89,218.03,286.95,435.72,505.44,470.55,641.89,1015.24,1247.64
"    Medical services                                        ","SE",29.44,57.68,51.72,74.09,62.23,45.01,69.16,42.91,139.46,44.18
"      Physician''s services                                 ","MEAN",188.82,48.5,47.76,56.82,87.67,107.4,135.91,132.46,228.43,314.26
"      Physician''s services                                 ","SE",6.4,10.06,12.92,9.77,13.99,9.6,17.34,9.56,19.45,15.27
"      Dental services                                       ","MEAN",279.15,109.83,92.83,60.16,165.63,205.65,162.83,263.68,284.27,454.38
"      Dental services                                       ","SE",9.99,36.07,30.39,14.71,35.89,30.21,19.63,27.13,22.36,22.91
"      Eyecare services                                      ","MEAN",47.56,14.91,38.8,12.49,39.48,35.74,64.89,33.09,47.76,64.23
"      Eyecare services                                      ","SE",3.24,6.94,14.85,4.58,9.92,9.42,13.87,6.67,8.16,5.44
"      Service by professionals other than physician         ","MEAN",59.26,11.98,8.46,11.5,49.02,26.01,39.99,38.42,68.21,102.78
"      Service by professionals other than physician         ","SE",3.93,3.26,2.56,2.93,15.12,4.43,7.26,11.67,8.9,8.95
"      Lab tests, x-rays                                     ","MEAN",46.24,13.86,10.55,8.13,15.33,18.04,32.09,42.82,61.07,77.52
"      Lab tests, x-rays                                     ","SE",3.9,6.51,4.5,2.26,4.31,5.44,6.86,8.41,13.85,8.44
"      Hospital room and services                            ","MEAN",116.1,63.67,13.97,53.78,54.84,90.46,22.07,94.17,152.66,188.21
"      Hospital room and services                            ","SE",10.5,30.29,5.47,21.86,23.58,21.09,58.22,13.4,31.86,22.58
"      Medical care in retirement community                  ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Care in convalescent or nursing home                  ","MEAN",35.98,26.29,1.45,79.16,18.4,10.15,0,0,137.44,22.88
"      Care in convalescent or nursing home                  ","SE",14.77,26.14,1.4,62.13,18.45,10.2,0,0,89.25,16.8
"      Other medical care services                           ","MEAN",19.76,2.86,4.19,4.91,5.37,11.99,12.79,37.26,35.41,23.38
"      Other medical care services                           ","SE",2.65,1.61,3.24,2.62,3.63,2.67,5.92,17.44,11.18,3.76
"    Prescription drugs                                      ","MEAN",329.67,151.34,118.29,209.63,290.72,293.33,342.68,273.35,379.41,413.71
"    Prescription drugs                                      ","SE",13.29,17.44,12.56,31.41,24.56,23.8,38.06,22.02,25.23,24.28
"    Medical supplies                                        ","MEAN",105.08,25.79,50.85,32.16,88.75,66.35,88.54,74.53,124.39,158.92
"    Medical supplies                                        ","SE",6.22,9.37,14.99,4.82,20.75,9.96,12.19,10.92,26.27,9.81
"      Eyeglasses and contact lenses                         ","MEAN",74.32,20.21,33.6,21.98,52.01,42.46,53.14,47.37,75.95,125.7
"      Eyeglasses and contact lenses                         ","SE",2.87,5.85,8.05,4.5,17.13,4.94,5.94,5.33,8.39,5.9
"      Hearing aids                                          ","MEAN",17.73,-1.16,10.22,0.23,16.07,17.39,26.65,8.71,41.17,14.81
"      Hearing aids                                          ","SE",4.11,7.22,9.64,0.22,14.94,9.61,11.19,5.29,23.18,5.29
"      Adult diapers                                         ","MEAN",3.02,3.62,4.89,2.97,3.9,1.56,2.09,1.87,2.09,4.04
"      Adult diapers                                         ","SE",0.39,1.56,3.51,1.25,1.62,0.68,0.57,0.76,0.62,1.1
"      Medical equipment for general use                     ","MEAN",3.08,2.04,1.44,2.57,10.1,1.61,1.08,2.29,1.62,4.13
"      Medical equipment for general use                     ","SE",0.68,1.65,0.68,1.96,5.06,0.62,0.34,1.51,0.5,1.31
"      Supportive and convalescent medical equipment         ","MEAN",5.46,1.09,0.71,4.13,4.19,1.9,3.49,12.24,2.52,8.5
"      Supportive and convalescent medical equipment         ","SE",1.27,0.8,0.54,1.76,1.71,0.65,1.58,8.12,0.5,2.76
"      Rental of medical equipment                           ","MEAN",0.61,0,0,0.14,1.08,0.49,0.03,1.18,0.52,0.88
"      Rental of medical equipment                           ","SE",0.17,0,0,0.12,0.56,0.36,0.03,0.8,0.31,0.32
"      Rental of supportive, convalescent medical equipment  ","MEAN",0.86,0,0,0.13,1.41,0.93,2.07,0.87,0.51,0.86
"      Rental of supportive, convalescent medical equipment  ","SE",0.25,0,0,0.11,0.85,0.44,1.16,0.69,0.44,0.5
"  Entertainment                                             ","MEAN",2353.7,932.66,858.6,862.37,1103.7,1253.57,1612.76,1830.45,2186.61,4096.96
"  Entertainment                                             ","SE",59.45,69.74,74.03,44.77,40.26,52.1,123.74,83.68,94.24,125.04
"    Fees and admissions                                     ","MEAN",606.42,154.84,146.14,117.47,183.95,198.22,269.16,337.16,449.43,1290.13
"    Fees and admissions                                     ","SE",21.5,26.83,46.79,22.03,24.01,21.1,18.46,19.53,24.93,46.63
"      Recreation expenses, out-of-town trips                ","MEAN",18.99,4.33,2.76,4.9,6.17,7.84,10.26,10.35,17.09,37.99
